class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
One,0.369336754,0.935242772,2.20E-07,0.416852653,0.865709305,-0.028760931,0.443837285,0.755399823,-0.047106903,0.428221196,0.67744261,-0.065701216,0.38745749,0.643692076,-0.084042907,0.38399303,0.554708779,-0.023194773,0.385413617,0.400732815,-0.045367192,0.385539174,0.310482919,-0.061335701,0.380883425,0.232721478,-0.074335977,0.339219362,0.580024064,-0.030140804,0.321806997,0.422146201,-0.071421199,0.353097707,0.48975572,-0.090447418,0.374781847,0.568659425,-0.093718119,0.301385462,0.633378267,-0.039103251,0.2811867,0.499948531,-0.079984784,0.322734535,0.559988678,-0.082623512,0.349086136,0.62913686,-0.074336238,0.268668681,0.711006522,-0.050232541,0.261340797,0.625386417,-0.082400769,0.298117787,0.660665989,-0.082308277,0.322803378,0.712762892,-0.075368345
One,0.366970658,0.930962741,2.49E-07,0.415565372,0.8607198,-0.030504737,0.444896638,0.748329878,-0.050325371,0.423060536,0.672325075,-0.070276491,0.37379238,0.652351856,-0.089908808,0.382905692,0.538055062,-0.022183273,0.385776073,0.389288813,-0.044484388,0.38614729,0.301853597,-0.060665507,0.382310867,0.227514803,-0.073667265,0.336344242,0.566971779,-0.028730109,0.318508655,0.422856838,-0.069145806,0.350287974,0.493436337,-0.087394148,0.372489065,0.566074252,-0.090304986,0.298062593,0.623847544,-0.037632149,0.283257335,0.506739318,-0.07828369,0.325965792,0.574338377,-0.079678006,0.351619124,0.642033219,-0.070271917,0.265795946,0.705248296,-0.048925214,0.262247264,0.625950873,-0.079917304,0.301060915,0.66476059,-0.07802593,0.326701671,0.713936806,-0.069477588
One,0.368196845,0.867262602,4.98E-07,0.411824226,0.841637731,-0.042376809,0.438816875,0.734788954,-0.065316699,0.415645689,0.666355908,-0.084742934,0.361198127,0.650163352,-0.105320722,0.38603428,0.543796897,-0.041970957,0.387978971,0.405722529,-0.070561476,0.385861546,0.315118074,-0.089264549,0.379582494,0.241689175,-0.103209317,0.338622242,0.564385176,-0.042351201,0.317670166,0.438712835,-0.087811381,0.347640902,0.501138806,-0.107123293,0.373188376,0.568800569,-0.110244773,0.30001533,0.617747843,-0.045803312,0.279735506,0.513962686,-0.094077513,0.320702791,0.578165114,-0.097594388,0.349420816,0.641707122,-0.088022925,0.266178995,0.697171509,-0.051906135,0.254881114,0.626495719,-0.092818767,0.291716158,0.667051494,-0.094393939,0.317896098,0.715907097,-0.086513422
One,0.367669135,0.933112681,2.13E-07,0.415982574,0.861311436,-0.029332459,0.444335222,0.75129807,-0.048723917,0.423111171,0.673116624,-0.068646461,0.375564635,0.650972605,-0.088763699,0.382656962,0.541629434,-0.022520371,0.384688228,0.392026126,-0.044090621,0.384690732,0.304603845,-0.059957981,0.380820155,0.22761333,-0.073087372,0.337073952,0.571112812,-0.029921059,0.318544954,0.421198726,-0.069672614,0.350640953,0.494461954,-0.088073835,0.373381525,0.5702914,-0.091267459,0.299299717,0.628381968,-0.039339721,0.281864375,0.504463553,-0.079853445,0.325087994,0.574694395,-0.081383355,0.35176757,0.646835446,-0.072089992,0.266966045,0.70966208,-0.050956443,0.258224308,0.622746646,-0.082133882,0.296590984,0.663586259,-0.079951763,0.322807163,0.71876353,-0.071332403
One,0.365952253,0.930939496,2.28E-07,0.413870275,0.859384418,-0.029646348,0.440993607,0.748788476,-0.04951112,0.419337749,0.669547617,-0.06985604,0.373628348,0.648689389,-0.090504572,0.379104495,0.542854905,-0.024845779,0.383054703,0.392200112,-0.047101054,0.384840548,0.303794771,-0.063616291,0.381661117,0.226366103,-0.07730452,0.333781451,0.572699368,-0.032411408,0.314403206,0.424531579,-0.073053874,0.34849897,0.494323581,-0.092223458,0.371547252,0.567211628,-0.096268408,0.296619654,0.629999816,-0.041908622,0.279653221,0.512655497,-0.082383268,0.324366957,0.577875912,-0.084776133,0.351046681,0.646302819,-0.076452665,0.264949262,0.710687637,-0.053696688,0.255249262,0.623876274,-0.083922818,0.293913215,0.65950793,-0.082124189,0.320132434,0.710741401,-0.074313521
One,0.363609165,0.930794358,2.45E-07,0.411842346,0.859124601,-0.029998174,0.439691097,0.748434663,-0.049615566,0.418187737,0.668888092,-0.069501437,0.373226821,0.642771125,-0.089457817,0.378338993,0.547092378,-0.024196036,0.382977277,0.395006329,-0.046502456,0.38354969,0.305075347,-0.062762722,0.379996657,0.227020741,-0.076046713,0.333064765,0.574351549,-0.031339195,0.313081324,0.421920538,-0.072230712,0.345990717,0.487477422,-0.091342814,0.370222092,0.561455965,-0.094895996,0.295303702,0.629250884,-0.04047386,0.2783494,0.50682503,-0.081559829,0.321823299,0.571260929,-0.083829358,0.34906587,0.64116019,-0.075083062,0.262650013,0.70840317,-0.051871322,0.253472149,0.622804224,-0.083096854,0.291265517,0.661407411,-0.081381515,0.317308873,0.715737343,-0.073216021
One,0.360745013,0.927541256,2.58E-07,0.410856724,0.857787848,-0.031318706,0.439424902,0.748010933,-0.051433556,0.416163921,0.669355214,-0.071293697,0.368318766,0.644914091,-0.091260307,0.377693474,0.545823395,-0.02577311,0.382017821,0.392849118,-0.048177764,0.382196009,0.302505612,-0.064501338,0.379150182,0.224768639,-0.077798925,0.332301378,0.574057639,-0.032137342,0.309757471,0.417226434,-0.072294876,0.340158284,0.481189579,-0.090913229,0.364795148,0.554691017,-0.094222508,0.2951352,0.630026639,-0.04061047,0.275495559,0.501999676,-0.080387488,0.316248834,0.560766399,-0.082443297,0.342983454,0.627192259,-0.074013487,0.262934595,0.70995748,-0.051493675,0.251863182,0.620721638,-0.081713758,0.287686288,0.656015158,-0.079806276,0.312940419,0.708085716,-0.071814753
One,0.35947299,0.928352714,2.80E-07,0.408506274,0.859716654,-0.032768447,0.438210487,0.749264419,-0.05318103,0.415691733,0.671671152,-0.073297322,0.367913455,0.647497594,-0.092901781,0.376488209,0.53784734,-0.022983754,0.380477518,0.387137771,-0.045708239,0.380374253,0.298614293,-0.0623096,0.377598703,0.223065019,-0.075761691,0.330670685,0.565263867,-0.028715696,0.31133011,0.415916085,-0.070656776,0.3410258,0.481883883,-0.090694644,0.364870995,0.556313217,-0.094354004,0.29255116,0.621206343,-0.037111197,0.275667697,0.501838923,-0.078496292,0.316338599,0.560738087,-0.082811199,0.343641847,0.625428557,-0.075349912,0.259958595,0.700928509,-0.048078679,0.255368918,0.624204874,-0.079746537,0.291971624,0.659152687,-0.080331214,0.317694575,0.706750512,-0.073673204
One,0.359198153,0.932707429,2.64E-07,0.4078179,0.862874031,-0.031000353,0.437268943,0.749558866,-0.050466821,0.414146334,0.667401075,-0.06989345,0.365831435,0.645121753,-0.089111604,0.375376821,0.545070887,-0.023949178,0.37938568,0.391887903,-0.04611437,0.379652232,0.301377624,-0.062475458,0.376174301,0.223564178,-0.076028049,0.329700887,0.570300221,-0.030374033,0.309787214,0.415112704,-0.070261039,0.342014551,0.478343248,-0.089087076,0.366098046,0.55153209,-0.092934079,0.292064726,0.624945104,-0.039017756,0.272910774,0.497240096,-0.079082109,0.315650851,0.557732463,-0.081779629,0.343227357,0.626391351,-0.074000753,0.259295821,0.704145133,-0.050132465,0.25175786,0.621224403,-0.081402004,0.289820462,0.656128585,-0.08106979,0.31623137,0.707627296,-0.074227072
One,0.357867539,0.930218458,2.78E-07,0.406372994,0.860110581,-0.031656928,0.43633008,0.748270154,-0.05190561,0.413794994,0.666120887,-0.071936987,0.365587473,0.645204484,-0.091859035,0.375179708,0.548351526,-0.024889547,0.380326211,0.394103348,-0.047514696,0.380668223,0.303321272,-0.06408757,0.378180802,0.226643652,-0.077557147,0.329716474,0.574218154,-0.031307794,0.309612155,0.414275706,-0.07187333,0.339659214,0.476209581,-0.091374919,0.363666147,0.548524678,-0.095364794,0.292128086,0.628286302,-0.039952703,0.272769302,0.496155649,-0.080179997,0.312025368,0.551018894,-0.084151991,0.338192523,0.616779506,-0.077225976,0.259156674,0.706965566,-0.051026758,0.249579579,0.620036066,-0.081651293,0.284894347,0.652369261,-0.081340916,0.309874117,0.703155339,-0.074753158
One,0.358495414,0.855769992,6.96E-07,0.40247196,0.834556162,-0.047647104,0.432846308,0.736962199,-0.074453212,0.410103947,0.667574108,-0.096055187,0.357308239,0.635870993,-0.119864859,0.381979525,0.585050583,-0.056430094,0.383443177,0.470381826,-0.092240766,0.385803401,0.38540104,-0.117740653,0.386336774,0.318789035,-0.135518044,0.333897859,0.591019511,-0.055591211,0.31032902,0.454514295,-0.10255193,0.333836526,0.470402002,-0.129696488,0.35842663,0.520539403,-0.140688524,0.294270128,0.632671535,-0.057911873,0.269931614,0.51333791,-0.110276863,0.302113473,0.547139883,-0.125928193,0.330889165,0.602965593,-0.126070246,0.261614919,0.702068806,-0.062515847,0.247257054,0.627417088,-0.109692648,0.277492613,0.651337862,-0.12105234,0.304918259,0.700672448,-0.121277057
One,0.356024563,0.932924867,2.73E-07,0.405645818,0.864468038,-0.032886259,0.43587175,0.752813876,-0.05343394,0.414016604,0.669977009,-0.073641725,0.365746886,0.647908211,-0.093763784,0.376537472,0.551476002,-0.024633136,0.381936848,0.3994717,-0.047642212,0.382702887,0.307815552,-0.06440939,0.38092199,0.229085565,-0.07817933,0.331340909,0.575872958,-0.030432241,0.313007563,0.419238925,-0.072630353,0.341833353,0.485344768,-0.092576146,0.365328848,0.560187459,-0.096225642,0.293377638,0.628217399,-0.038670637,0.275253326,0.496969372,-0.081026472,0.313845843,0.557482958,-0.085084096,0.340287149,0.625880003,-0.077389456,0.260274917,0.705117106,-0.049398702,0.252862841,0.622601867,-0.082746021,0.288543969,0.662056983,-0.083398774,0.313922077,0.716750622,-0.076701984
One,0.356793702,0.930771232,2.38E-07,0.406684428,0.862577081,-0.029128399,0.437246203,0.752164364,-0.048733357,0.416250825,0.670158923,-0.068714611,0.36910671,0.649452269,-0.089014404,0.37876159,0.545343637,-0.024367657,0.384919167,0.394195676,-0.047158465,0.386253506,0.305675507,-0.063665994,0.383838058,0.229050964,-0.077360138,0.333139956,0.571097851,-0.032750022,0.315027982,0.415770948,-0.07386373,0.345219702,0.486516953,-0.092610031,0.368004352,0.560641706,-0.096057147,0.295447201,0.626952291,-0.043129802,0.277422994,0.498476028,-0.084282771,0.318037957,0.56398654,-0.08590091,0.344447583,0.632462263,-0.07696455,0.262684286,0.708687484,-0.055736072,0.252950132,0.620770574,-0.087388508,0.289188743,0.657624424,-0.085580096,0.314593166,0.709963858,-0.077470459
One,0.361257255,0.936188698,2.18E-07,0.409250885,0.865491271,-0.02682958,0.438476503,0.753073096,-0.045037732,0.418571979,0.670562208,-0.063910797,0.372268826,0.646020234,-0.083021574,0.381863296,0.550976157,-0.023225078,0.386959821,0.398193061,-0.044795793,0.38914746,0.307086319,-0.060935434,0.38596791,0.22893852,-0.074476019,0.336927742,0.575751305,-0.03174464,0.320422232,0.419214457,-0.06987571,0.351278633,0.485381335,-0.088016689,0.371226251,0.557593465,-0.092175588,0.299788862,0.630396783,-0.041893929,0.28141591,0.495007813,-0.080243707,0.322175086,0.556284428,-0.081615813,0.34664312,0.623836279,-0.073640622,0.267247438,0.71093905,-0.054087348,0.25782156,0.617999196,-0.083763868,0.292956531,0.649965167,-0.081794523,0.316145509,0.700464904,-0.074313983
One,0.36531496,0.932912827,2.06E-07,0.415862411,0.861171842,-0.021716315,0.445361674,0.750747561,-0.037760932,0.434332669,0.664528906,-0.055826765,0.393375337,0.644719362,-0.074127451,0.387255639,0.559351683,-0.02003118,0.389396042,0.402560145,-0.042269822,0.390221268,0.308201134,-0.057305485,0.386579484,0.230635107,-0.068897597,0.346580684,0.583450973,-0.02933947,0.329951733,0.429193795,-0.068337135,0.359821022,0.487527728,-0.084472455,0.379267305,0.55874896,-0.086358376,0.311374873,0.633970439,-0.040068705,0.296175897,0.505554318,-0.076535255,0.337224722,0.561047673,-0.075980037,0.363467634,0.625297308,-0.066405796,0.2797876,0.706038415,-0.052769389,0.275870115,0.623284757,-0.078119308,0.310705662,0.646531999,-0.075397506,0.335065216,0.68777132,-0.067707933
One,0.368123472,0.935741544,2.14E-07,0.415305078,0.863936603,-0.02233783,0.447321504,0.748403668,-0.040590275,0.440654963,0.653242111,-0.060494129,0.398258656,0.644302607,-0.080995634,0.390114784,0.556517482,-0.024002427,0.393798083,0.403674781,-0.045150839,0.394928783,0.311719596,-0.06024107,0.388200432,0.23423928,-0.073416986,0.349516183,0.581792533,-0.03525278,0.338563025,0.425078332,-0.072810739,0.374066174,0.495371282,-0.087518483,0.390656799,0.56212014,-0.089476451,0.314657032,0.634930849,-0.047532655,0.304618031,0.507829189,-0.083756968,0.348804682,0.570693195,-0.081718408,0.369655967,0.632666349,-0.072037905,0.28232637,0.711916029,-0.061827634,0.28046149,0.621786535,-0.087976433,0.317668408,0.64828825,-0.084164105,0.338861614,0.690765917,-0.076475322
One,0.384112298,0.874841273,5.24E-07,0.419327408,0.841843128,-0.030097287,0.44999674,0.739664137,-0.049511932,0.443603784,0.660086334,-0.067819707,0.396362484,0.647567213,-0.087990433,0.394058019,0.561767817,-0.04025368,0.394803405,0.424083173,-0.066855699,0.398410529,0.327564478,-0.086758643,0.392174721,0.250211447,-0.103061415,0.355451643,0.579894722,-0.046602916,0.337652266,0.442975551,-0.085052043,0.374590248,0.502653599,-0.101476096,0.399234086,0.568772376,-0.105820492,0.322655261,0.631090403,-0.05461977,0.30237782,0.513615131,-0.094530068,0.344866008,0.567189157,-0.097310551,0.371716261,0.62939918,-0.091295548,0.290258467,0.70837152,-0.064954042,0.281352252,0.634809494,-0.100921951,0.318749994,0.656776011,-0.10545294,0.345276058,0.695149302,-0.102927424
One,0.369309008,0.934602857,1.94E-07,0.416117311,0.864416361,-0.022588197,0.448522449,0.75524354,-0.043231532,0.446706653,0.664089143,-0.066070661,0.40487057,0.647055626,-0.089733951,0.394140273,0.554165184,-0.025652027,0.396694332,0.402134597,-0.048128642,0.397901982,0.309915811,-0.063260578,0.390734524,0.23417598,-0.076247811,0.353080541,0.580877066,-0.037675668,0.344038069,0.427990705,-0.0762593,0.381113589,0.507584095,-0.090761021,0.396549761,0.572205842,-0.092663325,0.317937672,0.634989023,-0.050884135,0.307710081,0.510217965,-0.088427722,0.3536475,0.576443732,-0.086073928,0.373927027,0.636377692,-0.076320603,0.285492182,0.713485718,-0.066036269,0.284000099,0.621866941,-0.093007043,0.323279262,0.650493324,-0.08889354,0.344876409,0.692940533,-0.081132919
One,0.373268366,0.931097269,2.28E-07,0.423829436,0.860487103,-0.02093946,0.456962109,0.755002141,-0.039200101,0.458072066,0.664632082,-0.059895951,0.419095725,0.651162148,-0.081344157,0.399073929,0.558560312,-0.02382246,0.400515795,0.402001441,-0.047177866,0.399712026,0.306571484,-0.063432984,0.393274963,0.228183627,-0.076560915,0.35977149,0.58343327,-0.035142988,0.354628384,0.441058397,-0.076061539,0.391685843,0.499507427,-0.092640787,0.412534624,0.566424012,-0.095283739,0.326345861,0.635888219,-0.047654033,0.320865929,0.527468562,-0.08493121,0.365115434,0.582036138,-0.08443258,0.390052646,0.639645934,-0.075581603,0.297592461,0.709260464,-0.062255826,0.302730322,0.635857582,-0.087347798,0.339570642,0.659388304,-0.084248364,0.362758517,0.69630456,-0.076988757
One,0.387943685,0.868108094,6.40E-07,0.427351236,0.846823812,-0.031149428,0.457283437,0.754590571,-0.049790427,0.457462907,0.677731276,-0.066911951,0.415800363,0.648902774,-0.085941359,0.393005103,0.576335311,-0.042003363,0.390301436,0.451413333,-0.070070237,0.398299307,0.365303367,-0.093954012,0.400455713,0.295974731,-0.11296688,0.35996592,0.592765391,-0.046348237,0.344307661,0.46453771,-0.083350681,0.384479523,0.502393723,-0.104834706,0.414266139,0.554450631,-0.114642985,0.331973612,0.638869643,-0.052464556,0.315975368,0.537136257,-0.0927516,0.362067908,0.579657912,-0.104208604,0.393419743,0.632270992,-0.104944445,0.303845704,0.707162976,-0.06065746,0.3041085,0.647417009,-0.097674727,0.341769665,0.666749954,-0.107848957,0.369130462,0.702152133,-0.110056184
One,0.373576522,0.932302892,2.24E-07,0.424658298,0.863235593,-0.021543903,0.460347116,0.754971981,-0.040420592,0.464058161,0.664399028,-0.061289366,0.426369876,0.652987301,-0.082827248,0.39969939,0.558079481,-0.026633656,0.399854004,0.400786906,-0.049932331,0.399724215,0.306748569,-0.066614412,0.392950624,0.228166133,-0.080335341,0.362226486,0.582052529,-0.037775107,0.360672027,0.442988336,-0.07920669,0.400885105,0.502766013,-0.096730426,0.42072621,0.571513057,-0.100322291,0.330617845,0.633548617,-0.049831335,0.328625351,0.526263416,-0.087298103,0.374896407,0.579758406,-0.088192016,0.398588806,0.637474597,-0.080637552,0.302590609,0.706076682,-0.063969254,0.310619801,0.632152438,-0.090005346,0.350033373,0.655175447,-0.088481739,0.374196559,0.691839635,-0.082476415
One,0.372056365,0.929741383,2.59E-07,0.426406413,0.861656845,-0.020628737,0.465340376,0.760004938,-0.041988861,0.477946401,0.677846432,-0.066769205,0.442294121,0.664104342,-0.091997422,0.401115149,0.547065139,-0.026051959,0.401222169,0.393657535,-0.052215837,0.40107277,0.300238013,-0.071057849,0.393989593,0.223880827,-0.086123459,0.361654609,0.571524441,-0.039109871,0.372177392,0.452649057,-0.084331296,0.416961253,0.515690863,-0.103533551,0.436266541,0.582699418,-0.107890256,0.330633223,0.623566687,-0.053412292,0.341172695,0.534248471,-0.092961825,0.391144514,0.589624941,-0.094225846,0.4147681,0.645588338,-0.086775415,0.306804121,0.697194219,-0.070090756,0.330494881,0.642771304,-0.097444132,0.372351587,0.666901767,-0.097276084,0.395865411,0.699104011,-0.091868214
One,0.385186136,0.865735412,5.21E-07,0.432634145,0.83968997,-0.024270603,0.463161469,0.749002814,-0.040479738,0.475473881,0.6789518,-0.057367794,0.442441285,0.647359669,-0.073796555,0.398407161,0.57243228,-0.030548293,0.396551937,0.471412838,-0.066219687,0.423281282,0.486995995,-0.091785811,0.440579683,0.522107661,-0.106857143,0.366092145,0.587530315,-0.038493395,0.364001393,0.465472251,-0.076507211,0.406837046,0.511137843,-0.098592624,0.435242116,0.563020468,-0.108286582,0.33779341,0.631716371,-0.04991604,0.33700341,0.538266659,-0.091803312,0.384144068,0.583711624,-0.107703716,0.413387567,0.62996757,-0.110990949,0.310928673,0.700479925,-0.062740304,0.3275792,0.655418754,-0.100400954,0.369934887,0.674414754,-0.114374831,0.398651838,0.701111615,-0.119039066
